Message,Label
PLEASE SEND 2 SOAP TO SECTOR 15.,Complaint
Please send 2 Biscuits to Main Road Shop.,Ordering
do 1kg salt and 500g honey urgently.,Ordering
PLEASE SEND 2 TEA TO NEAR SBI BANK.,Ordering
Please send 2 Coffee to Main Road Shop.,Ordering
i ordered sugar but you sent curd instead. please check.,Ordering
do 1kg Coffee and 500g Bread urgently.,Ordering
SEND CURD AND PANEER TO METRO STATION BY EVENING.,Ordering
send bread and bread to market area by evening.,Ordering
Send Paneer and Butter to Huda Colony by evening.,Complaint
"Order for Building 7: Honey, Oil, and sugar.",Ordering
please send 2 biscuits to near sbi bank.,Ordering
do 1kg Milk and 500g Eggs urgently.,Complaint
do 1kg Oil and 500g Biscuits urgently.,Complaint
Please send 2 Maggi to Market Area.,Ordering
I ordered Curd but you sent Shampoo instead. Please check.,Ordering
"ORDER FOR POCKET B: COKE 2L, SOAP, AND SUGAR.",Ordering
Send Coke 2L and Maggi to Huda Colony by evening.,Complaint
Send Paneer and Maggi to Sector 15 by evening.,Ordering
Please send 2 Paneer to Near SBI Bank.,Complaint
"order for park view: milk, coke 2l, and sugar.",Ordering
Need Butter and Paneer at Lane 4 fast.,Complaint
need paneer and bread at huda colony fast.,Complaint
"Order for Metro Station: Aata, Detergent, and sugar.",Inquiry
Send Sugar and Sugar to Building 7 by evening.,Ordering
send milk and pulses to near sbi bank by evening.,Ordering
Please send 2 Maggi to Main Road Shop.,Ordering
"Order for Huda Colony: Salt, Honey, and sugar.",Ordering
"Order for Flat 102: Detergent, Soap, and sugar.",Complaint
"order for pocket b: salt, oil, and sugar.",Complaint
I ordered Salt but you sent Aata instead. Please check.,Inquiry
NEED DETERGENT AND HONEY AT LANE 4 FAST.,Ordering
Need Bread and Eggs at Cross Road fast.,Complaint
"Order for Building 7: Sugar, Sugar, and sugar.",Logistics
"Order for Lane 4: Tea, Aata, and sugar.",Logistics
"Order for Pocket B: Salt, Coffee, and sugar.",Complaint
need rice and shampoo at civil lines fast.,Ordering
Send Pulses and Aata to Huda Colony by evening.,Complaint
Need Potatoes and Pulses at Metro Station fast.,Ordering
Send Oil and Honey to Green Apartments by evening.,Ordering
"Order for Flat 102: Bread, Soap, and sugar.",Ordering
Send Biscuits and Detergent to Near SBI Bank by evening.,Ordering
"Order for Near SBI Bank: Detergent, Bread, and sugar.",Complaint
do 1kg Rice and 500g Paneer urgently.,Ordering
do 1kg Maggi and 500g Biscuits urgently.,Ordering
Need Potatoes and Sugar at Tower A fast.,Inquiry
Please send 2 Coffee to Park View.,Ordering
need oil and paneer at tower a fast.,Ordering
"Order for Green Apartments: Potatoes, Rice, and sugar.",Ordering
Need Rice and Maggi at Tower A fast.,Inquiry
"ORDER FOR CROSS ROAD: SOAP, SALT, AND SUGAR.",Complaint
I ordered Curd but you sent Maggi instead. Please check.,Ordering
I ordered Sugar but you sent Butter instead. Please check.,Ordering
do 1kg Pulses and 500g Detergent urgently.,Ordering
do 1kg Curd and 500g Maggi urgently.,Ordering
do 1kg Detergent and 500g Coffee urgently.,Ordering
I ordered Oil but you sent Honey instead. Please check.,Inquiry
I ordered Oil but you sent Curd instead. Please check.,Ordering
"Order for Sector 15: Pulses, Sugar, and sugar.",Complaint
I ordered Salt but you sent Curd instead. Please check.,Ordering
Send Shampoo and Coffee to Pocket B by evening.,Ordering
send salt and shampoo to near sbi bank by evening.,Ordering
Send Coke 2L and Bread to Market Area by evening.,Ordering
NEED BREAD AND BUTTER AT TOWER A FAST.,Ordering
do 1kg Soap and 500g Salt urgently.,Ordering
Send Biscuits and Potatoes to Market Area by evening.,Ordering
NEED SALT AND SUGAR AT CIVIL LINES FAST.,Ordering
need coffee and tea at cross road fast.,Ordering
I ordered Salt but you sent Soap instead. Please check.,Ordering
need honey and pulses at civil lines fast.,Inquiry
"Order for Metro Station: Coke 2L, Tea, and sugar.",Complaint
Send Detergent and Honey to Civil Lines by evening.,Ordering
"ORDER FOR MARKET AREA: HONEY, COKE 2L, AND SUGAR.",Inquiry
Send Pulses and Salt to Huda Colony by evening.,Complaint
NEED SALT AND COKE 2L AT LANE 4 FAST.,Complaint
do 1kg Butter and 500g Sugar urgently.,Ordering
Please send 2 Paneer to Building 7.,Ordering
i ordered tea but you sent tea instead. please check.,Complaint
i ordered tea but you sent soap instead. please check.,Ordering
I ordered Sugar but you sent Shampoo instead. Please check.,Ordering
I ORDERED SALT BUT YOU SENT DETERGENT INSTEAD. PLEASE CHECK.,Complaint
"order for lane 4: sugar, shampoo, and sugar.",Logistics
"order for lane 4: oil, coffee, and sugar.",Ordering
send tea and shampoo to tower a by evening.,Ordering
"ORDER FOR LANE 4: PANEER, HONEY, AND SUGAR.",Complaint
do 1kg Eggs and 500g Bread urgently.,Ordering
I ordered Detergent but you sent Aata instead. Please check.,Complaint
Send Detergent and Eggs to Sector 15 by evening.,Ordering
Need Curd and Sugar at Sector 15 fast.,Ordering
"order for flat 102: pulses, paneer, and sugar.",Ordering
send maggi and soap to tower a by evening.,Ordering
need maggi and oil at park view fast.,Inquiry
do 1kg Detergent and 500g Coke 2L urgently.,Inquiry
do 1kg Detergent and 500g Rice urgently.,Ordering
do 1kg coffee and 500g butter urgently.,Ordering
Need Curd and Pulses at Flat 102 fast.,Ordering
I ordered Eggs but you sent Eggs instead. Please check.,Ordering
I ordered Paneer but you sent Maggi instead. Please check.,Inquiry
I ordered Pulses but you sent Sugar instead. Please check.,Ordering
"Order for Main Road Shop: Coffee, Eggs, and sugar.",Complaint
"Order for Cross Road: Curd, Coke 2L, and sugar.",Ordering
please send 2 butter to sector 15.,Ordering
do 1kg Eggs and 500g Sugar urgently.,Ordering
Send Shampoo and Coke 2L to Cross Road by evening.,Inquiry
Send Shampoo and Rice to Flat 102 by evening.,Ordering
NEED MILK AND PANEER AT FLAT 102 FAST.,Ordering
NEED BUTTER AND AATA AT TOWER A FAST.,Inquiry
Please send 2 Soap to Green Apartments.,Ordering
"order for park view: milk, milk, and sugar.",Ordering
do 1kg Paneer and 500g Potatoes urgently.,Ordering
"Order for Lane 4: Bread, Soap, and sugar.",Ordering
I ordered Soap but you sent Bread instead. Please check.,Ordering
"Order for Green Apartments: Salt, Soap, and sugar.",Complaint
"ORDER FOR BUILDING 7: BUTTER, RICE, AND SUGAR.",Ordering
please send 2 aata to metro station.,Ordering
Send Salt and Aata to Civil Lines by evening.,Ordering
do 1kg Potatoes and 500g Tea urgently.,Ordering
Send Soap and Butter to Pocket B by evening.,Ordering
do 1kg Shampoo and 500g Detergent urgently.,Ordering
Need Oil and Oil at Park View fast.,Ordering
Need Sugar and Soap at Metro Station fast.,Ordering
"Order for Lane 4: Detergent, Coffee, and sugar.",Ordering
Send Bread and Oil to Sector 15 by evening.,Ordering
Please send 2 Tea to Pocket B.,Complaint
Send Butter and Sugar to Lane 4 by evening.,Ordering
Send Detergent and Biscuits to Sector 15 by evening.,Complaint
Send Potatoes and Biscuits to Metro Station by evening.,Ordering
do 1kg Maggi and 500g Tea urgently.,Ordering
Send Rice and Pulses to Flat 102 by evening.,Ordering
do 1kg Coffee and 500g Aata urgently.,Complaint
do 1kg Soap and 500g Butter urgently.,Ordering
"Order for Cross Road: Paneer, Maggi, and sugar.",Ordering
Send Potatoes and Curd to Lane 4 by evening.,Ordering
SEND EGGS AND BISCUITS TO NEAR SBI BANK BY EVENING.,Ordering
Need Rice and Tea at Metro Station fast.,Ordering
Need Potatoes and Potatoes at Park View fast.,Ordering
I ORDERED PANEER BUT YOU SENT POTATOES INSTEAD. PLEASE CHECK.,Ordering
Need Honey and Eggs at Civil Lines fast.,Inquiry
do 1kg Biscuits and 500g Maggi urgently.,Inquiry
do 1kg Potatoes and 500g Sugar urgently.,Ordering
need bread and soap at lane 4 fast.,Ordering
Send Pulses and Sugar to Park View by evening.,Ordering
Send Aata and Pulses to Sector 15 by evening.,Ordering
"order for flat 102: pulses, tea, and sugar.",Ordering
"order for park view: eggs, eggs, and sugar.",Complaint
do 1kg Milk and 500g Bread urgently.,Ordering
I ORDERED HONEY BUT YOU SENT POTATOES INSTEAD. PLEASE CHECK.,Inquiry
I ordered Coffee but you sent Paneer instead. Please check.,Ordering
Please send 2 Bread to Huda Colony.,Logistics
send milk and shampoo to tower a by evening.,Ordering
send eggs and rice to main road shop by evening.,Inquiry
Please send 2 Salt to Market Area.,Complaint
need paneer and maggi at pocket b fast.,Ordering
Send Detergent and Milk to Market Area by evening.,Ordering
"Order for Building 7: Aata, Butter, and sugar.",Ordering
need curd and eggs at huda colony fast.,Ordering
"order for park view: aata, salt, and sugar.",Ordering
do 1kg Eggs and 500g Detergent urgently.,Inquiry
"order for park view: pulses, coke 2l, and sugar.",Complaint
do 1kg Maggi and 500g Soap urgently.,Complaint
do 1kg eggs and 500g potatoes urgently.,Ordering
do 1kg Soap and 500g Potatoes urgently.,Inquiry
Please send 2 Butter to Tower A.,Ordering
"Order for Building 7: Detergent, Oil, and sugar.",Complaint
"Order for Park View: Potatoes, Bread, and sugar.",Inquiry
I ordered Honey but you sent Eggs instead. Please check.,Ordering
Send Aata and Rice to Main Road Shop by evening.,Ordering
send soap and maggi to main road shop by evening.,Ordering
need paneer and coke 2l at green apartments fast.,Ordering
Send Bread and Soap to Tower A by evening.,Complaint
"Order for Near SBI Bank: Butter, Rice, and sugar.",Ordering
need maggi and tea at market area fast.,Inquiry
I ordered Honey but you sent Salt instead. Please check.,Ordering
do 1kg Milk and 500g Aata urgently.,Ordering
"Order for Tower A: Coffee, Rice, and sugar.",Ordering
do 1kg coke 2l and 500g shampoo urgently.,Ordering
do 1kg rice and 500g coffee urgently.,Complaint
Send Oil and Biscuits to Park View by evening.,Ordering
"order for near sbi bank: bread, coke 2l, and sugar.",Ordering
send tea and eggs to flat 102 by evening.,Ordering
do 1kg Coffee and 500g Milk urgently.,Inquiry
I ordered Coffee but you sent Salt instead. Please check.,Ordering
Need Paneer and Coke 2L at Cross Road fast.,Ordering
Need Salt and Oil at Building 7 fast.,Ordering
Need Milk and Soap at Tower A fast.,Ordering
Send Tea and Soap to Tower A by evening.,Ordering
Need Eggs and Rice at Civil Lines fast.,Complaint
DO 1KG COKE 2L AND 500G SOAP URGENTLY.,Ordering
do 1kg Potatoes and 500g Rice urgently.,Ordering
please send 2 rice to market area.,Ordering
"Order for Green Apartments: Shampoo, Biscuits, and sugar.",Ordering
Please send 2 Eggs to Park View.,Ordering
do 1kg Coffee and 500g Oil urgently.,Ordering
SEND BISCUITS AND HONEY TO HUDA COLONY BY EVENING.,Ordering
I ordered Milk but you sent Shampoo instead. Please check.,Complaint
Please send 2 Aata to Market Area.,Logistics
"order for cross road: potatoes, soap, and sugar.",Inquiry
Please send 2 Rice to Pocket B.,Ordering
"order for lane 4: sugar, salt, and sugar.",Ordering
"order for park view: rice, maggi, and sugar.",Ordering
need soap and soap at sector 15 fast.,Ordering
send maggi and milk to building 7 by evening.,Inquiry
Need Bread and Maggi at Pocket B fast.,Ordering
do 1kg soap and 500g tea urgently.,Ordering
Send Detergent and Rice to Civil Lines by evening.,Ordering
"Order for Sector 15: Soap, Paneer, and sugar.",Ordering
Send Butter and Soap to Cross Road by evening.,Ordering
"Order for Main Road Shop: Coke 2L, Coke 2L, and sugar.",Complaint
"Order for Pocket B: Aata, Detergent, and sugar.",Ordering
"Order for Market Area: Biscuits, Butter, and sugar.",Ordering
I ORDERED PULSES BUT YOU SENT POTATOES INSTEAD. PLEASE CHECK.,Complaint
I ordered Biscuits but you sent Sugar instead. Please check.,Complaint
DO 1KG OIL AND 500G CURD URGENTLY.,Ordering
do 1kg Potatoes and 500g Paneer urgently.,Ordering
please send 2 biscuits to lane 4.,Ordering
"Order for Cross Road: Detergent, Bread, and sugar.",Ordering
SEND PANEER AND BISCUITS TO TOWER A BY EVENING.,Complaint
do 1kg Curd and 500g Tea urgently.,Complaint
Need Curd and Shampoo at Flat 102 fast.,Inquiry
Need Tea and Rice at Market Area fast.,Ordering
"order for park view: tea, soap, and sugar.",Ordering
do 1kg Soap and 500g Sugar urgently.,Complaint
"Order for Pocket B: Curd, Eggs, and sugar.",Ordering
send paneer and biscuits to market area by evening.,Ordering
need aata and tea at lane 4 fast.,Ordering
"order for main road shop: detergent, potatoes, and sugar.",Ordering
please send 2 rice to green apartments.,Ordering
Send Milk and Biscuits to Pocket B by evening.,Ordering
I ordered Shampoo but you sent Coffee instead. Please check.,Inquiry
I ordered Rice but you sent Salt instead. Please check.,Ordering
"Order for Near SBI Bank: Maggi, Shampoo, and sugar.",Ordering
send bread and milk to lane 4 by evening.,Complaint
send tea and aata to green apartments by evening.,Complaint
Please send 2 Potatoes to Huda Colony.,Ordering
"Order for Near SBI Bank: Oil, Milk, and sugar.",Ordering
Need Salt and Shampoo at Building 7 fast.,Complaint
Need Shampoo and Eggs at Lane 4 fast.,Ordering
Need Bread and Bread at Near SBI Bank fast.,Inquiry
i ordered milk but you sent oil instead. please check.,Ordering
Need Coffee and Salt at Cross Road fast.,Inquiry
NEED BISCUITS AND EGGS AT METRO STATION FAST.,Ordering
Need Soap and Oil at Park View fast.,Ordering
Send Curd and Aata to Green Apartments by evening.,Ordering
need soap and paneer at building 7 fast.,Ordering
do 1kg Detergent and 500g Salt urgently.,Complaint
Send Eggs and Biscuits to Flat 102 by evening.,Complaint
Please send 2 Detergent to Civil Lines.,Ordering
do 1kg Detergent and 500g Shampoo urgently.,Inquiry
Please send 2 Paneer to Park View.,Complaint
need bread and maggi at cross road fast.,Inquiry
Need Aata and Rice at Flat 102 fast.,Complaint
Need Detergent and Paneer at Main Road Shop fast.,Ordering
please send 2 pulses to market area.,Ordering
send maggi and shampoo to tower a by evening.,Ordering
i ordered paneer but you sent milk instead. please check.,Ordering
Need Bread and Potatoes at Flat 102 fast.,Ordering
Send Pulses and Curd to Near SBI Bank by evening.,Ordering
"Order for Market Area: Shampoo, Aata, and sugar.",Ordering
NEED OIL AND CURD AT LANE 4 FAST.,Ordering
i ordered pulses but you sent shampoo instead. please check.,Complaint
"Order for Market Area: Maggi, Salt, and sugar.",Complaint
Please send 2 Coke 2L to Main Road Shop.,Ordering
"ORDER FOR METRO STATION: OIL, BISCUITS, AND SUGAR.",Ordering
"ORDER FOR CIVIL LINES: COFFEE, COFFEE, AND SUGAR.",Ordering
Send Shampoo and Soap to Flat 102 by evening.,Ordering
SEND PANEER AND COKE 2L TO PARK VIEW BY EVENING.,Complaint
Need Oil and Tea at Green Apartments fast.,Ordering
"Order for Pocket B: Soap, Milk, and sugar.",Ordering
"Order for Huda Colony: Potatoes, Sugar, and sugar.",Ordering
I ordered Oil but you sent Salt instead. Please check.,Ordering
i ordered aata but you sent sugar instead. please check.,Complaint
NEED BISCUITS AND PULSES AT METRO STATION FAST.,Ordering
Need Bread and Sugar at Lane 4 fast.,Ordering
need salt and biscuits at market area fast.,Ordering
Need Soap and Shampoo at Metro Station fast.,Complaint
do 1kg Biscuits and 500g Sugar urgently.,Inquiry
"Order for Market Area: Eggs, Paneer, and sugar.",Complaint
NEED OIL AND BISCUITS AT HUDA COLONY FAST.,Ordering
need shampoo and coke 2l at lane 4 fast.,Complaint
do 1kg Shampoo and 500g Honey urgently.,Ordering
Need Oil and Detergent at Metro Station fast.,Inquiry
do 1kg Coke 2L and 500g Salt urgently.,Inquiry
need potatoes and detergent at civil lines fast.,Ordering
I ordered Coke 2L but you sent Butter instead. Please check.,Inquiry
Need Curd and Bread at Flat 102 fast.,Ordering
Send Coffee and Coke 2L to Green Apartments by evening.,Ordering
please send 2 coffee to metro station.,Ordering
"Order for Building 7: Milk, Coke 2L, and sugar.",Complaint
do 1kg Oil and 500g Bread urgently.,Ordering
Please send 2 Pulses to Cross Road.,Ordering
please send 2 pulses to near sbi bank.,Complaint
Send Biscuits and Curd to Cross Road by evening.,Ordering
send salt and honey to lane 4 by evening.,Ordering
"ORDER FOR METRO STATION: RICE, HONEY, AND SUGAR.",Ordering
Send Curd and Salt to Near SBI Bank by evening.,Ordering
Need Rice and Paneer at Cross Road fast.,Logistics
"order for building 7: salt, tea, and sugar.",Ordering
Please send 2 Honey to Cross Road.,Logistics
Need Soap and Coke 2L at Huda Colony fast.,Inquiry
"ORDER FOR MARKET AREA: MILK, RICE, AND SUGAR.",Ordering
Please send 2 Soap to Pocket B.,Inquiry
I ordered Eggs but you sent Milk instead. Please check.,Ordering
Need Butter and Butter at Park View fast.,Ordering
Send Tea and Honey to Pocket B by evening.,Ordering
do 1kg Pulses and 500g Shampoo urgently.,Inquiry
I ORDERED BUTTER BUT YOU SENT MAGGI INSTEAD. PLEASE CHECK.,Inquiry
"ORDER FOR BUILDING 7: PULSES, BREAD, AND SUGAR.",Complaint
Send Coffee and Bread to Main Road Shop by evening.,Ordering
I ordered Honey but you sent Aata instead. Please check.,Ordering
need bread and milk at flat 102 fast.,Ordering
do 1kg butter and 500g bread urgently.,Ordering
do 1kg pulses and 500g pulses urgently.,Complaint
please send 2 butter to building 7.,Ordering
I ORDERED PULSES BUT YOU SENT HONEY INSTEAD. PLEASE CHECK.,Ordering
send potatoes and maggi to sector 15 by evening.,Ordering
Need Coke 2L and Bread at Flat 102 fast.,Ordering
"Order for Cross Road: Butter, Aata, and sugar.",Inquiry
I ordered Honey but you sent Sugar instead. Please check.,Ordering
Need Milk and Sugar at Pocket B fast.,Inquiry
send maggi and potatoes to park view by evening.,Complaint
Send Salt and Eggs to Near SBI Bank by evening.,Ordering
Need Tea and Maggi at Flat 102 fast.,Complaint
"Order for Pocket B: Biscuits, Detergent, and sugar.",Ordering
send butter and curd to sector 15 by evening.,Complaint
Need Biscuits and Oil at Cross Road fast.,Ordering
"Order for Near SBI Bank: Maggi, Salt, and sugar.",Ordering
PLEASE SEND 2 TEA TO BUILDING 7.,Ordering
SEND EGGS AND COFFEE TO TOWER A BY EVENING.,Complaint
Please send 2 Coke 2L to Huda Colony.,Ordering
"Order for Metro Station: Sugar, Coke 2L, and sugar.",Ordering
Send Shampoo and Butter to Pocket B by evening.,Ordering
DO 1KG SHAMPOO AND 500G PANEER URGENTLY.,Ordering
"Order for Lane 4: Pulses, Butter, and sugar.",Ordering
Send Pulses and Rice to Sector 15 by evening.,Ordering
Need Soap and Rice at Cross Road fast.,Ordering
Send Aata and Shampoo to Lane 4 by evening.,Ordering
please send 2 biscuits to sector 15.,Complaint
"Order for Metro Station: Coffee, Eggs, and sugar.",Ordering
i ordered maggi but you sent potatoes instead. please check.,Ordering
